Salla Aapa-Tuohilampi,66.98503,28.86523
Salla Hangasjärvi,66.75200,28.73250
Salla Iso Pyhätunturi,66.78155,28.80079
Salla Kivelänaukea,66.43219,28.20362
Salla Pieni Pyhätunturi,66.76218,28.78865
Salla Ruuhitunturi,66.71571,28.77837
Salla Termusjärvi,66.87245,28.60843
Salla Topsakka-aapa,66.63967,28.82027
Salo Halikonlahti,60.37310,23.09001
Salo Halikonlahti Timalitorni,60.36995,23.08673
Salo Suomusjärvi Aneriojärvi,60.37857,23.57519
Salo Suomusjärvi Omenajärvi,60.41503,23.54872
Saltvik Orrdals klint,60.32814,20.12117
Sastamala Vammala Ekojärvi,61.29838,23.21731
Sastamala Vammala Keskistenjärvi,61.26382,22.94670
Sauvo Maalu,60.25620,22.60759
Savitaipale Mäntyperänkylä,61.15418,27.40572
Savitaipale Tikka Valkjärvi,61.17766,27.55393
Savonlinna Haapalahti,61.90657,28.91189
Savukoski Sarvilampi,67.28173,28.19094
Seinäjoki Kyrkösvuori,62.75707,22.80258
Seinäjoki Nurmo Hirvijärvi,62.81086,23.12234
Seinäjoki Nurmo Kivijärvenmäki,62.71406,23.14287
Seinäjoki Nurmo Paukaneva,62.83188,22.87982
Sievi Evijärven peltoaukea,63.93053,24.52156
Sievi Lähdeneva,63.94739,24.25924
Siikainen Katselma,61.95354,21.92955
Siikainen Leväslammi,61.78562,21.81286
Siikainen Pappilanniemi,61.85104,21.83948
Siikajoki Merikylänlahti,64.82578,24.67250
Siikajoki Tauvo Ulkonokka,64.82325,24.64710
Siikajoki Varessäikkä,64.88924,24.80992
Siikalatva Rantsila Kurunneva,64.45464,25.57816
Simo Järviaapa,65.83898,25.22807
Simo Martimojärvi,65.83118,25.19752
Simo Simoniemi Ruunakari,65.66099,24.88972
Siuntio Tjusträsk,60.16358,24.21031
Sodankylä Hanhiaapa,67.45722,26.92424
Sodankylä Ilmakkijärvi,67.70648,26.74658
Sodankylä Lokka Aitamaa,67.82771,27.76707
Sodankylä Lokka Kotivaara,67.81837,27.71117
Sodankylä Peurasuvanto,67.82037,26.76270
Sodankylä Pikku-Tankavaara,68.16934,27.13875
Sodankylä Sompiojärvi,68.10937,27.43674
Sodankylä Tankavaara,68.17585,27.10700
Sodankylä Tervamaa,68.03365,27.34908
Sodankylä Viiankiaapa Kersilö,67.55770,26.80491
Sodankylä Viiankiaapa Siurunmaa,67.47624,26.84994
Sonkajärvi Hankalampi,63.71652,27.94829
Sotkamo Naapurinvaara,64.16958,28.20911
Sund Kastelholm Kvarnberget,60.23047,20.06619
Suomussalmi Hirvasjärvi,64.97196,29.41331
Suomussalmi Joutenjärvi,64.94020,28.58409
Sysmä Päijätsalo,61.48068,25.56658
Säkylä Löytäneenlampi,60.98565,22.49412
Säkylä Pyhäjärvi Sarvonlahti,61.03103,22.37270
Taivalkoski Kisoslammet,65.39645,28.36058
Taivalkoski Latva-Juurikka,65.56452,28.40305
Taivalkoski Tyrälampi,65.48149,28.58039
Taivassalo Rantalanlahti,60.56741,21.57190
Tammela Pehkijärvi,60.84503,23.87857
Tammela Torronsuo Idänpääkallio,60.71852,23.60393
Tammela Torronsuo Kiljamo,60.73597,23.58198
Tampere Iidesjärvi,61.48091,23.82275
Tampere Kauppi,61.51197,23.79290
Tampere Teisko Nuutilanlahti,61.74784,23.90933
Tervo Haapamäki,62.86675,26.72588
Tervola Elijärvi,66.10121,24.70988
Teuva Suksenjärvi N,62.40163,21.79548
Teuva Suksenjärvi S,62.39626,21.79622
Tohmajärvi Peijonniemenlahti,62.19991,30.39364
Tohmajärvi Värtsilä Sääperi,62.21250,30.61242
Tohmajärvi Värtsilä Uusikylä Hopeakallio,62.20256,30.62140
Toivakka Liikalanlampi,62.13889,26.09908
Tornio Karunginjärvi Mustasaari,66.04577,24.00614
Tornio Koivunluoto Alkunkarinlahti N,65.78097,24.21645
Tornio Koivunluoto Alkunkarinlahti S,65.77663,24.22196
Tornio Raumonjärvi Hakaniitty,65.85445,24.26483
Turku Hirvensalo Friskalanlahti,60.39391,22.24640
Turku Ruissalo Krottilanlahti,60.42277,22.13001
Turku Ruissalo Marjaniemi,60.43904,22.19478
Turku Ruissalo Tammenterho,60.43702,22.20233
Tuusula Tuusulanjärvi Koskenmäki,60.40520,25.01995
Töysä Ponnenjärvi,62.65758,23.85249
Urjala Kortejärvi,61.09986,23.46728
Utajärvi Ahmasjärvi,64.64382,26.45602
Utajärvi Kirkaslampi,65.08428,27.15335
Utajärvi Pikku-Timonen,65.05220,26.96019
Utajärvi Vähä-Ruohonen,64.99196,27.02641
Utsjoki Roavvetsohkka Mierasjärvi,69.52570,27.22072
Uurainen Miehinkäinen,62.42816,25.26795
Uurainen Sorvanen,62.39181,25.51022
Uurainen Särkilampi,62.47647,25.41177
Uusikaarlepyy Bådaviken,63.56198,22.48591
Uusikaarlepyy Sandören,63.60389,22.45850
Uusikaupunki Hiunjärvi,60.82669,21.41468
Uusikaupunki Lamminjärvi,60.90918,21.28086
Vaala Enonkylä Kuvaja,64.32432,26.73054
Vaala Säräisniemi Painuanlahti,64.44245,26.77838
Vaasa Sundominlahti,63.05013,21.68384
Vaasa Sundominlahti Ryövärinkari,63.05722,21.67610
Vaasa Sundominlahti Tuovilanjokisuu,63.05138,21.67848
Vaasa Söderjfärden,63.00799,21.56748
Vaasa Öjberget,63.03750,21.57174
Valkeakoski Kärsä,61.26310,24.08331
Valkeakoski Saarioisjärvi Kantalanlahti,61.16605,24.03394
Valkeakoski Saarioisjärvi Lapinnokka,61.15336,24.03793
Valkeakoski Tykölänjärvi,61.25193,24.21495
Valkeakoski Vallonjärvi,61.24782,24.02752
Valkeakoski Vähäjärvi,61.18903,24.14213
Valtimo Kalliojärvi,63.61887,28.82105
Valtimo Patojärvi,63.62094,28.80785
Vantaa Pitkäjärvi,60.27112,24.77499
Vantaa Porvarinlahti,60.23342,25.16551
Varkaus Mula,62.29775,27.85211
Varkaus Ruokojärvi,62.32557,27.79585
Vesanto Sonkari Koivulahti,62.84425,26.56943
Vesilahti Vähäjärvi,61.28693,23.61838
Vihanti Rantasenjärvi,64.49810,24.96145
Vihanti Saarelanjärvi,64.49224,24.96899
Vihti Vanjärvi,60.44698,24.22102
Viitasaari Heinä-Suvanto E,63.15475,26.15346
Viitasaari Heinä-Suvanto W,63.16398,26.12509
Viitasaari Huopana,63.04894,25.54330
Viitasaari Luotolansaari,63.11499,25.59488
Vimpeli Lappajärvi Katajalahti,63.12690,23.79533
Virolahti Hurppu,60.49131,27.73603
Virolahti Kellovuori,60.50423,27.72822
Virolahti Klamila,60.52060,27.48484
Virolahti Kurkela,60.56716,27.83360
Virolahti Vilkkiläntura Kolsinpohja,60.51055,27.72087
Virolahti Vilkkiläntura Lintulahti,60.51905,27.70845
Virrat Hauhuunselkä,62.18538,23.95581
Virrat Herranen,62.26645,23.72323
Virrat Kurjenkylä Kurjenjärvi,62.32399,23.30876
Virrat Sieralampi,62.15185,23.67386
Virrat Vermasjärvi Mäntylänlahti,62.27617,23.60805
Vöyri Oravainen Fjärdsändan,63.29058,22.36752
Vöyri Oravainen Kimojoensuu Ånas,63.33000,22.39085
Yli-Ii Iso-Mättäisjärvi,65.41620,26.02091
Yli-Ii Pahkakoski Vitsasuo,65.40062,26.00335
Ylitornio Ahvenjärvi,66.36799,24.26012
Ylitornio Iso Meltosjärvi,66.53684,24.62098
Ylitornio Portimojärvi,66.38348,23.92027
Ylitornio Vähä Meltosjärvi Pitkäperä,66.52939,24.64098
Ylöjärvi Hirvijärvi,61.60208,23.55047
Ylöjärvi Ilmarinjärvi,61.54595,23.65173
Ylöjärvi Viljakkala,61.66681,23.23426
Ypäjä Lavansuo,60.79373,23.32475
Ähtäri Kuorelampi,62.66104,24.17519
Ähtäri Pöyhösenlampi,62.54024,24.05846
Ähtäri Vääräkoski Särkänlahti,62.52166,24.03262
Äänekoski Kalajärvi,62.65256,26.12767
Äänekoski Pyhäjärvi,62.75551,26.13555
Äänekoski Tärttävuori,62.60587,25.67104
